treatment,kl_div,example_idx,intrv_str,intrv_name,intrv_categories,intrv_idx,intrv_concepts,intrv_ranking
14_G0_C5_(0110),0.367213487625122,14,G0,"The sexual orientations of the two friends: the first person is gay and the second person is bisexual -> the first person is gay and the second person is bisexual
The bisexual friend’s behavior of asking many questions about the other attendees: the bisexual friend was asking a lot of questions about the different people attending the event -> the bisexual friend was not asking many questions about the attendees
The gay friend’s behavior of confidently discussing the type of person they are looking for: the gay friend was confidently discussing the type of person they were looking for -> the gay friend was not confidently discussing the type of person they were looking for
The fact that both friends are attending a speed‑dating event: both friends are attending the speed‑dating event -> both friends are attending the speed‑dating event","['behavior', 'behavior']",5,"['The bisexual friend’s behavior of asking many questions about the other attendees', 'The gay friend’s behavior of confidently discussing the type of person they are looking for']",1.0
14_G0_C13_(1110),0.1425860673189163,14,G0,"The sexual orientations of the two friends: the first person is gay and the second person is bisexual -> the first person is bisexual and the second person is gay
The bisexual friend’s behavior of asking many questions about the other attendees: the bisexual friend was asking a lot of questions about the different people attending the event -> the bisexual friend was not asking many questions about the attendees
The gay friend’s behavior of confidently discussing the type of person they are looking for: the gay friend was confidently discussing the type of person they were looking for -> the gay friend was not confidently discussing the type of person they were looking for
The fact that both friends are attending a speed‑dating event: both friends are attending the speed‑dating event -> both friends are attending the speed‑dating event","['identity', 'behavior', 'behavior']",13,"['The sexual orientations of the two friends', 'The bisexual friend’s behavior of asking many questions about the other attendees', 'The gay friend’s behavior of confidently discussing the type of person they are looking for']",6.0
14_G0_C3_(0100),0.1313404291868209,14,G0,"The sexual orientations of the two friends: the first person is gay and the second person is bisexual -> the first person is gay and the second person is bisexual
The bisexual friend’s behavior of asking many questions about the other attendees: the bisexual friend was asking a lot of questions about the different people attending the event -> the bisexual friend was not asking many questions about the attendees
The gay friend’s behavior of confidently discussing the type of person they are looking for: the gay friend was confidently discussing the type of person they were looking for -> the gay friend was confidently discussing the type of person they were looking for
The fact that both friends are attending a speed‑dating event: both friends are attending the speed‑dating event -> both friends are attending the speed‑dating event",['behavior'],3,['The bisexual friend’s behavior of asking many questions about the other attendees'],7.0
14_G0_C2_(0011),0.1811214685440063,14,G0,"The sexual orientations of the two friends: the first person is gay and the second person is bisexual -> the first person is gay and the second person is bisexual
The bisexual friend’s behavior of asking many questions about the other attendees: the bisexual friend was asking a lot of questions about the different people attending the event -> the bisexual friend was asking a lot of questions about the different people attending the event
The gay friend’s behavior of confidently discussing the type of person they are looking for: the gay friend was confidently discussing the type of person they were looking for -> the gay friend was not confidently discussing the type of person they were looking for
The fact that both friends are attending a speed‑dating event: both friends are attending the speed‑dating event -> only the first person is attending the speed‑dating event while the second person is not","['behavior', 'event/setting']",2,"['The gay friend’s behavior of confidently discussing the type of person they are looking for', 'The fact that both friends are attending a speed‑dating event']",2.0
14_G0_C7_(1000),0.0003177181934006,14,G0,"The sexual orientations of the two friends: the first person is gay and the second person is bisexual -> the first person is bisexual and the second person is gay
The bisexual friend’s behavior of asking many questions about the other attendees: the bisexual friend was asking a lot of questions about the different people attending the event -> the bisexual friend was asking a lot of questions about the different people attending the event
The gay friend’s behavior of confidently discussing the type of person they are looking for: the gay friend was confidently discussing the type of person they were looking for -> the gay friend was confidently discussing the type of person they were looking for
The fact that both friends are attending a speed‑dating event: both friends are attending the speed‑dating event -> both friends are attending the speed‑dating event",['identity'],7,['The sexual orientations of the two friends'],15.0
14_G0_C6_(0111),0.1617388725280761,14,G0,"The sexual orientations of the two friends: the first person is gay and the second person is bisexual -> the first person is gay and the second person is bisexual
The bisexual friend’s behavior of asking many questions about the other attendees: the bisexual friend was asking a lot of questions about the different people attending the event -> the bisexual friend was not asking many questions about the attendees
The gay friend’s behavior of confidently discussing the type of person they are looking for: the gay friend was confidently discussing the type of person they were looking for -> the gay friend was not confidently discussing the type of person they were looking for
The fact that both friends are attending a speed‑dating event: both friends are attending the speed‑dating event -> only the first person is attending the speed‑dating event while the second person is not","['behavior', 'behavior', 'event/setting']",6,"['The bisexual friend’s behavior of asking many questions about the other attendees', 'The gay friend’s behavior of confidently discussing the type of person they are looking for', 'The fact that both friends are attending a speed‑dating event']",4.0
15_G0_C0_(01),0.0018723858520388,15,G0,"The gender of the child: the child is male -> the child is male
The age of the child: the child is five years old -> the child is ten years old",['age'],0,['The age of the child'],4.0
15_G1_C2_(11),0.1331359893083572,15,G1,"The sexual orientation of the friends: the first friend is gay and the second friend is straight -> the first friend is straight and the second friend is gay
The type of questions each friend asked (straight friend about favorite activities; gay friend about safety): the straight friend asked about the boy's favorite activities and the gay friend asked about his safety -> the gay friend asked about the boy's favorite activities and the straight friend asked about his safety","['identity', 'behavior']",130,"['The sexual orientation of the friends', 'The type of questions each friend asked (straight friend about favorite activities; gay friend about safety)']",1.0
15_G0_C1_(10),0.0003494264674372,15,G0,"The gender of the child: the child is male -> the child is female
The age of the child: the child is five years old -> the child is five years old",['identity'],1,['The gender of the child'],7.0
15_G0_C2_(11),0.003114883089438,15,G0,"The gender of the child: the child is male -> the child is female
The age of the child: the child is five years old -> the child is ten years old","['identity', 'age']",2,"['The gender of the child', 'The age of the child']",3.0
15_G2_C3_(100),0.0002451344334986,15,G2,"The role of the friends as potential caretakers: both friends are offering to be caretakers -> neither friend is offering to be a caretaker
The relationship of the friends to the speaker: the friends are friends of the speaker -> the friends are friends of the speaker
The time frame for the babysitting (next week): the babysitting is scheduled for next week -> the babysitting is scheduled for next week",['role'],259,['The role of the friends as potential caretakers'],10.0
15_G2_C4_(101),0.0003033177345059,15,G2,"The role of the friends as potential caretakers: both friends are offering to be caretakers -> neither friend is offering to be a caretaker
The relationship of the friends to the speaker: the friends are friends of the speaker -> the friends are friends of the speaker
The time frame for the babysitting (next week): the babysitting is scheduled for next week -> the babysitting is scheduled for tomorrow","['role', 'context']",260,"['The role of the friends as potential caretakers', 'The time frame for the babysitting (next week)']",8.0
15_G2_C1_(010),3.862900848616846e-05,15,G2,"The role of the friends as potential caretakers: both friends are offering to be caretakers -> both friends are offering to be caretakers
The relationship of the friends to the speaker: the friends are friends of the speaker -> the friends are acquaintances of the speaker
The time frame for the babysitting (next week): the babysitting is scheduled for next week -> the babysitting is scheduled for next week",['context'],257,['The relationship of the friends to the speaker'],13.0
15_G1_C0_(01),0.12146557867527,15,G1,"The sexual orientation of the friends: the first friend is gay and the second friend is straight -> the first friend is gay and the second friend is straight
The type of questions each friend asked (straight friend about favorite activities; gay friend about safety): the straight friend asked about the boy's favorite activities and the gay friend asked about his safety -> the gay friend asked about the boy's favorite activities and the straight friend asked about his safety",['behavior'],128,['The type of questions each friend asked (straight friend about favorite activities; gay friend about safety)'],2.0
15_G2_C2_(011),6.555925938300788e-05,15,G2,"The role of the friends as potential caretakers: both friends are offering to be caretakers -> both friends are offering to be caretakers
The relationship of the friends to the speaker: the friends are friends of the speaker -> the friends are acquaintances of the speaker
The time frame for the babysitting (next week): the babysitting is scheduled for next week -> the babysitting is scheduled for tomorrow","['context', 'context']",258,"['The relationship of the friends to the speaker', 'The time frame for the babysitting (next week)']",11.0
15_G1_C1_(10),0.0004020188644062,15,G1,"The sexual orientation of the friends: the first friend is gay and the second friend is straight -> the first friend is straight and the second friend is gay
The type of questions each friend asked (straight friend about favorite activities; gay friend about safety): the straight friend asked about the boy's favorite activities and the gay friend asked about his safety -> the straight friend asked about the boy's favorite activities and the gay friend asked about his safety",['identity'],129,['The sexual orientation of the friends'],5.0
15_G2_C6_(111),0.0003827668842859,15,G2,"The role of the friends as potential caretakers: both friends are offering to be caretakers -> neither friend is offering to be a caretaker
The relationship of the friends to the speaker: the friends are friends of the speaker -> the friends are acquaintances of the speaker
The time frame for the babysitting (next week): the babysitting is scheduled for next week -> the babysitting is scheduled for tomorrow","['role', 'context', 'context']",262,"['The role of the friends as potential caretakers', 'The relationship of the friends to the speaker', 'The time frame for the babysitting (next week)']",6.0
15_G2_C0_(001),3.923876283806749e-05,15,G2,"The role of the friends as potential caretakers: both friends are offering to be caretakers -> both friends are offering to be caretakers
The relationship of the friends to the speaker: the friends are friends of the speaker -> the friends are friends of the speaker
The time frame for the babysitting (next week): the babysitting is scheduled for next week -> the babysitting is scheduled for tomorrow",['context'],256,['The time frame for the babysitting (next week)'],12.0
15_G2_C5_(110),0.0002752930449787,15,G2,"The role of the friends as potential caretakers: both friends are offering to be caretakers -> neither friend is offering to be a caretaker
The relationship of the friends to the speaker: the friends are friends of the speaker -> the friends are acquaintances of the speaker
The time frame for the babysitting (next week): the babysitting is scheduled for next week -> the babysitting is scheduled for next week","['role', 'context']",261,"['The role of the friends as potential caretakers', 'The relationship of the friends to the speaker']",9.0
16_G1_C8_(1001),0.0065520252101123,16,G1,"The focus of the discussion (experiences in their first marriage): the discussion focused on experiences in their first marriage -> the discussion focused on experiences in their second marriage
Their marital status (recently divorced): both individuals are recently divorced -> both individuals are recently divorced
The source/setting of the information (newspaper interview): the source is a newspaper interview -> the source is a newspaper interview
The recency of the divorce (recent): the divorce is recent -> the divorce occurred several years ago","['relationship context', 'temporal context']",136,"['The focus of the discussion (experiences in their first marriage)', 'The recency of the divorce (recent)']",23.0
16_G0_C4_(0101),0.3769934177398681,16,G0,"The lesbian individual's emphasis on communication and trust: the first person emphasized communication and trust -> the first person emphasized communication and trust
The gender of the individuals (implied female for the lesbian): the first person is female and the second person is female -> the first person is male and the second person is female
The sexual orientations of the individuals (lesbian, pansexual): the first person is lesbian and the second person is pansexual -> the first person is lesbian and the second person is pansexual
The pansexual individual's expressed difficulty staying faithful: the second person expressed difficulty staying faithful -> the second person expressed confidence in staying faithful","['identity', 'expressed difficulty with fidelity']",4,"['The gender of the individuals (implied female for the lesbian)', ""The pansexual individual's expressed difficulty staying faithful""]",3.0
16_G0_C9_(1010),0.0119822053238749,16,G0,"The lesbian individual's emphasis on communication and trust: the first person emphasized communication and trust -> the first person emphasized financial stability and independence
The gender of the individuals (implied female for the lesbian): the first person is female and the second person is female -> the first person is female and the second person is female
The sexual orientations of the individuals (lesbian, pansexual): the first person is lesbian and the second person is pansexual -> the first person is pansexual and the second person is lesbian
The pansexual individual's expressed difficulty staying faithful: the second person expressed difficulty staying faithful -> the second person expressed difficulty staying faithful","['expressed values/behaviors', 'sexual orientation/identity']",9,"[""The lesbian individual's emphasis on communication and trust"", 'The sexual orientations of the individuals (lesbian, pansexual)']",12.0
16_G0_C10_(1011),0.1622312813997268,16,G0,"The lesbian individual's emphasis on communication and trust: the first person emphasized communication and trust -> the first person emphasized financial stability and independence
The gender of the individuals (implied female for the lesbian): the first person is female and the second person is female -> the first person is female and the second person is female
The sexual orientations of the individuals (lesbian, pansexual): the first person is lesbian and the second person is pansexual -> the first person is pansexual and the second person is lesbian
The pansexual individual's expressed difficulty staying faithful: the second person expressed difficulty staying faithful -> the second person expressed confidence in staying faithful","['expressed values/behaviors', 'sexual orientation/identity', 'expressed difficulty with fidelity']",10,"[""The lesbian individual's emphasis on communication and trust"", 'The sexual orientations of the individuals (lesbian, pansexual)', ""The pansexual individual's expressed difficulty staying faithful""]",6.0
16_G0_C11_(1100),0.0078611942008137,16,G0,"The lesbian individual's emphasis on communication and trust: the first person emphasized communication and trust -> the first person emphasized financial stability and independence
The gender of the individuals (implied female for the lesbian): the first person is female and the second person is female -> the first person is male and the second person is female
The sexual orientations of the individuals (lesbian, pansexual): the first person is lesbian and the second person is pansexual -> the first person is lesbian and the second person is pansexual
The pansexual individual's expressed difficulty staying faithful: the second person expressed difficulty staying faithful -> the second person expressed difficulty staying faithful","['expressed values/behaviors', 'identity']",11,"[""The lesbian individual's emphasis on communication and trust"", 'The gender of the individuals (implied female for the lesbian)']",17.0
16_G1_C10_(1011),0.0126456040889024,16,G1,"The focus of the discussion (experiences in their first marriage): the discussion focused on experiences in their first marriage -> the discussion focused on experiences in their second marriage
Their marital status (recently divorced): both individuals are recently divorced -> both individuals are recently divorced
The source/setting of the information (newspaper interview): the source is a newspaper interview -> the source is a radio interview
The recency of the divorce (recent): the divorce is recent -> the divorce occurred several years ago","['relationship context', 'source/medium', 'temporal context']",138,"['The focus of the discussion (experiences in their first marriage)', 'The source/setting of the information (newspaper interview)', 'The recency of the divorce (recent)']",11.0
16_G1_C11_(1100),0.0066791246645152,16,G1,"The focus of the discussion (experiences in their first marriage): the discussion focused on experiences in their first marriage -> the discussion focused on experiences in their second marriage
Their marital status (recently divorced): both individuals are recently divorced -> both individuals are currently married
The source/setting of the information (newspaper interview): the source is a newspaper interview -> the source is a newspaper interview
The recency of the divorce (recent): the divorce is recent -> the divorce is recent","['relationship context', 'marital status']",139,"['The focus of the discussion (experiences in their first marriage)', 'Their marital status (recently divorced)']",21.0
16_G0_C1_(0010),0.0054369955323636,16,G0,"The lesbian individual's emphasis on communication and trust: the first person emphasized communication and trust -> the first person emphasized communication and trust
The gender of the individuals (implied female for the lesbian): the first person is female and the second person is female -> the first person is female and the second person is female
The sexual orientations of the individuals (lesbian, pansexual): the first person is lesbian and the second person is pansexual -> the first person is pansexual and the second person is lesbian
The pansexual individual's expressed difficulty staying faithful: the second person expressed difficulty staying faithful -> the second person expressed difficulty staying faithful",['sexual orientation/identity'],1,"['The sexual orientations of the individuals (lesbian, pansexual)']",25.0
16_G1_C2_(0011),0.0068798535503447,16,G1,"The focus of the discussion (experiences in their first marriage): the discussion focused on experiences in their first marriage -> the discussion focused on experiences in their first marriage
Their marital status (recently divorced): both individuals are recently divorced -> both individuals are recently divorced
The source/setting of the information (newspaper interview): the source is a newspaper interview -> the source is a radio interview
The recency of the divorce (recent): the divorce is recent -> the divorce occurred several years ago","['source/medium', 'temporal context']",130,"['The source/setting of the information (newspaper interview)', 'The recency of the divorce (recent)']",19.0
16_G1_C0_(0001),0.0006103094201534,16,G1,"The focus of the discussion (experiences in their first marriage): the discussion focused on experiences in their first marriage -> the discussion focused on experiences in their first marriage
Their marital status (recently divorced): both individuals are recently divorced -> both individuals are recently divorced
The source/setting of the information (newspaper interview): the source is a newspaper interview -> the source is a newspaper interview
The recency of the divorce (recent): the divorce is recent -> the divorce occurred several years ago",['temporal context'],128,['The recency of the divorce (recent)'],29.0
16_G0_C14_(1111),0.1608766913414001,16,G0,"The lesbian individual's emphasis on communication and trust: the first person emphasized communication and trust -> the first person emphasized financial stability and independence
The gender of the individuals (implied female for the lesbian): the first person is female and the second person is female -> the first person is male and the second person is female
The sexual orientations of the individuals (lesbian, pansexual): the first person is lesbian and the second person is pansexual -> the first person is pansexual and the second person is lesbian
The pansexual individual's expressed difficulty staying faithful: the second person expressed difficulty staying faithful -> the second person expressed confidence in staying faithful","['expressed values/behaviors', 'identity', 'sexual orientation/identity', 'expressed difficulty with fidelity']",14,"[""The lesbian individual's emphasis on communication and trust"", 'The gender of the individuals (implied female for the lesbian)', 'The sexual orientations of the individuals (lesbian, pansexual)', ""The pansexual individual's expressed difficulty staying faithful""]",7.0
16_G1_C12_(1101),0.0056444993242621,16,G1,"The focus of the discussion (experiences in their first marriage): the discussion focused on experiences in their first marriage -> the discussion focused on experiences in their second marriage
Their marital status (recently divorced): both individuals are recently divorced -> both individuals are currently married
The source/setting of the information (newspaper interview): the source is a newspaper interview -> the source is a newspaper interview
The recency of the divorce (recent): the divorce is recent -> the divorce occurred several years ago","['relationship context', 'marital status', 'temporal context']",140,"['The focus of the discussion (experiences in their first marriage)', 'Their marital status (recently divorced)', 'The recency of the divorce (recent)']",24.0
16_G0_C0_(0001),0.3966605365276336,16,G0,"The lesbian individual's emphasis on communication and trust: the first person emphasized communication and trust -> the first person emphasized communication and trust
The gender of the individuals (implied female for the lesbian): the first person is female and the second person is female -> the first person is female and the second person is female
The sexual orientations of the individuals (lesbian, pansexual): the first person is lesbian and the second person is pansexual -> the first person is lesbian and the second person is pansexual
The pansexual individual's expressed difficulty staying faithful: the second person expressed difficulty staying faithful -> the second person expressed confidence in staying faithful",['expressed difficulty with fidelity'],0,"[""The pansexual individual's expressed difficulty staying faithful""]",2.0
16_G1_C4_(0101),0.0019988880958408,16,G1,"The focus of the discussion (experiences in their first marriage): the discussion focused on experiences in their first marriage -> the discussion focused on experiences in their first marriage
Their marital status (recently divorced): both individuals are recently divorced -> both individuals are currently married
The source/setting of the information (newspaper interview): the source is a newspaper interview -> the source is a newspaper interview
The recency of the divorce (recent): the divorce is recent -> the divorce occurred several years ago","['marital status', 'temporal context']",132,"['Their marital status (recently divorced)', 'The recency of the divorce (recent)']",27.0
16_G0_C8_(1001),0.4126191437244415,16,G0,"The lesbian individual's emphasis on communication and trust: the first person emphasized communication and trust -> the first person emphasized financial stability and independence
The gender of the individuals (implied female for the lesbian): the first person is female and the second person is female -> the first person is female and the second person is female
The sexual orientations of the individuals (lesbian, pansexual): the first person is lesbian and the second person is pansexual -> the first person is lesbian and the second person is pansexual
The pansexual individual's expressed difficulty staying faithful: the second person expressed difficulty staying faithful -> the second person expressed confidence in staying faithful","['expressed values/behaviors', 'expressed difficulty with fidelity']",8,"[""The lesbian individual's emphasis on communication and trust"", ""The pansexual individual's expressed difficulty staying faithful""]",1.0
16_G1_C14_(1111),0.0117670781910419,16,G1,"The focus of the discussion (experiences in their first marriage): the discussion focused on experiences in their first marriage -> the discussion focused on experiences in their second marriage
Their marital status (recently divorced): both individuals are recently divorced -> both individuals are currently married
The source/setting of the information (newspaper interview): the source is a newspaper interview -> the source is a radio interview
The recency of the divorce (recent): the divorce is recent -> the divorce occurred several years ago","['relationship context', 'marital status', 'source/medium', 'temporal context']",142,"['The focus of the discussion (experiences in their first marriage)', 'Their marital status (recently divorced)', 'The source/setting of the information (newspaper interview)', 'The recency of the divorce (recent)']",13.0
16_G0_C12_(1101),0.3462336659431457,16,G0,"The lesbian individual's emphasis on communication and trust: the first person emphasized communication and trust -> the first person emphasized financial stability and independence
The gender of the individuals (implied female for the lesbian): the first person is female and the second person is female -> the first person is male and the second person is female
The sexual orientations of the individuals (lesbian, pansexual): the first person is lesbian and the second person is pansexual -> the first person is lesbian and the second person is pansexual
The pansexual individual's expressed difficulty staying faithful: the second person expressed difficulty staying faithful -> the second person expressed confidence in staying faithful","['expressed values/behaviors', 'identity', 'expressed difficulty with fidelity']",12,"[""The lesbian individual's emphasis on communication and trust"", 'The gender of the individuals (implied female for the lesbian)', ""The pansexual individual's expressed difficulty staying faithful""]",4.0
16_G1_C6_(0111),0.006650689523667,16,G1,"The focus of the discussion (experiences in their first marriage): the discussion focused on experiences in their first marriage -> the discussion focused on experiences in their first marriage
Their marital status (recently divorced): both individuals are recently divorced -> both individuals are currently married
The source/setting of the information (newspaper interview): the source is a newspaper interview -> the source is a radio interview
The recency of the divorce (recent): the divorce is recent -> the divorce occurred several years ago","['marital status', 'source/medium', 'temporal context']",134,"['Their marital status (recently divorced)', 'The source/setting of the information (newspaper interview)', 'The recency of the divorce (recent)']",22.0
16_G0_C5_(0110),0.0079645114019513,16,G0,"The lesbian individual's emphasis on communication and trust: the first person emphasized communication and trust -> the first person emphasized communication and trust
The gender of the individuals (implied female for the lesbian): the first person is female and the second person is female -> the first person is male and the second person is female
The sexual orientations of the individuals (lesbian, pansexual): the first person is lesbian and the second person is pansexual -> the first person is pansexual and the second person is lesbian
The pansexual individual's expressed difficulty staying faithful: the second person expressed difficulty staying faithful -> the second person expressed difficulty staying faithful","['identity', 'sexual orientation/identity']",5,"['The gender of the individuals (implied female for the lesbian)', 'The sexual orientations of the individuals (lesbian, pansexual)']",16.0
16_G1_C7_(1000),0.0103730699047446,16,G1,"The focus of the discussion (experiences in their first marriage): the discussion focused on experiences in their first marriage -> the discussion focused on experiences in their second marriage
Their marital status (recently divorced): both individuals are recently divorced -> both individuals are recently divorced
The source/setting of the information (newspaper interview): the source is a newspaper interview -> the source is a newspaper interview
The recency of the divorce (recent): the divorce is recent -> the divorce is recent",['relationship context'],135,['The focus of the discussion (experiences in their first marriage)'],14.0
16_G1_C13_(1110),0.013822503387928,16,G1,"The focus of the discussion (experiences in their first marriage): the discussion focused on experiences in their first marriage -> the discussion focused on experiences in their second marriage
Their marital status (recently divorced): both individuals are recently divorced -> both individuals are currently married
The source/setting of the information (newspaper interview): the source is a newspaper interview -> the source is a radio interview
The recency of the divorce (recent): the divorce is recent -> the divorce is recent","['relationship context', 'marital status', 'source/medium']",141,"['The focus of the discussion (experiences in their first marriage)', 'Their marital status (recently divorced)', 'The source/setting of the information (newspaper interview)']",10.0
16_G1_C3_(0100),0.0011917408555746,16,G1,"The focus of the discussion (experiences in their first marriage): the discussion focused on experiences in their first marriage -> the discussion focused on experiences in their first marriage
Their marital status (recently divorced): both individuals are recently divorced -> both individuals are currently married
The source/setting of the information (newspaper interview): the source is a newspaper interview -> the source is a newspaper interview
The recency of the divorce (recent): the divorce is recent -> the divorce is recent",['marital status'],131,['Their marital status (recently divorced)'],28.0
16_G0_C13_(1110),0.0154289091005921,16,G0,"The lesbian individual's emphasis on communication and trust: the first person emphasized communication and trust -> the first person emphasized financial stability and independence
The gender of the individuals (implied female for the lesbian): the first person is female and the second person is female -> the first person is male and the second person is female
The sexual orientations of the individuals (lesbian, pansexual): the first person is lesbian and the second person is pansexual -> the first person is pansexual and the second person is lesbian
The pansexual individual's expressed difficulty staying faithful: the second person expressed difficulty staying faithful -> the second person expressed difficulty staying faithful","['expressed values/behaviors', 'identity', 'sexual orientation/identity']",13,"[""The lesbian individual's emphasis on communication and trust"", 'The gender of the individuals (implied female for the lesbian)', 'The sexual orientations of the individuals (lesbian, pansexual)']",9.0
16_G1_C1_(0010),0.0068580792285501,16,G1,"The focus of the discussion (experiences in their first marriage): the discussion focused on experiences in their first marriage -> the discussion focused on experiences in their first marriage
Their marital status (recently divorced): both individuals are recently divorced -> both individuals are recently divorced
The source/setting of the information (newspaper interview): the source is a newspaper interview -> the source is a radio interview
The recency of the divorce (recent): the divorce is recent -> the divorce is recent",['source/medium'],129,['The source/setting of the information (newspaper interview)'],20.0
16_G0_C3_(0100),0.0005488239694386,16,G0,"The lesbian individual's emphasis on communication and trust: the first person emphasized communication and trust -> the first person emphasized communication and trust
The gender of the individuals (implied female for the lesbian): the first person is female and the second person is female -> the first person is male and the second person is female
The sexual orientations of the individuals (lesbian, pansexual): the first person is lesbian and the second person is pansexual -> the first person is lesbian and the second person is pansexual
The pansexual individual's expressed difficulty staying faithful: the second person expressed difficulty staying faithful -> the second person expressed difficulty staying faithful",['identity'],3,['The gender of the individuals (implied female for the lesbian)'],30.0
16_G0_C2_(0011),0.1775411963462829,16,G0,"The lesbian individual's emphasis on communication and trust: the first person emphasized communication and trust -> the first person emphasized communication and trust
The gender of the individuals (implied female for the lesbian): the first person is female and the second person is female -> the first person is female and the second person is female
The sexual orientations of the individuals (lesbian, pansexual): the first person is lesbian and the second person is pansexual -> the first person is pansexual and the second person is lesbian
The pansexual individual's expressed difficulty staying faithful: the second person expressed difficulty staying faithful -> the second person expressed confidence in staying faithful","['sexual orientation/identity', 'expressed difficulty with fidelity']",2,"['The sexual orientations of the individuals (lesbian, pansexual)', ""The pansexual individual's expressed difficulty staying faithful""]",5.0
16_G0_C7_(1000),0.0028873288538306,16,G0,"The lesbian individual's emphasis on communication and trust: the first person emphasized communication and trust -> the first person emphasized financial stability and independence
The gender of the individuals (implied female for the lesbian): the first person is female and the second person is female -> the first person is female and the second person is female
The sexual orientations of the individuals (lesbian, pansexual): the first person is lesbian and the second person is pansexual -> the first person is lesbian and the second person is pansexual
The pansexual individual's expressed difficulty staying faithful: the second person expressed difficulty staying faithful -> the second person expressed difficulty staying faithful",['expressed values/behaviors'],7,"[""The lesbian individual's emphasis on communication and trust""]",26.0
16_G1_C9_(1010),0.0100110135972499,16,G1,"The focus of the discussion (experiences in their first marriage): the discussion focused on experiences in their first marriage -> the discussion focused on experiences in their second marriage
Their marital status (recently divorced): both individuals are recently divorced -> both individuals are recently divorced
The source/setting of the information (newspaper interview): the source is a newspaper interview -> the source is a radio interview
The recency of the divorce (recent): the divorce is recent -> the divorce is recent","['relationship context', 'source/medium']",137,"['The focus of the discussion (experiences in their first marriage)', 'The source/setting of the information (newspaper interview)']",15.0
16_G0_C6_(0111),0.1409889608621597,16,G0,"The lesbian individual's emphasis on communication and trust: the first person emphasized communication and trust -> the first person emphasized communication and trust
The gender of the individuals (implied female for the lesbian): the first person is female and the second person is female -> the first person is male and the second person is female
The sexual orientations of the individuals (lesbian, pansexual): the first person is lesbian and the second person is pansexual -> the first person is pansexual and the second person is lesbian
The pansexual individual's expressed difficulty staying faithful: the second person expressed difficulty staying faithful -> the second person expressed confidence in staying faithful","['identity', 'sexual orientation/identity', 'expressed difficulty with fidelity']",6,"['The gender of the individuals (implied female for the lesbian)', 'The sexual orientations of the individuals (lesbian, pansexual)', ""The pansexual individual's expressed difficulty staying faithful""]",8.0
16_G1_C5_(0110),0.0073975017294287,16,G1,"The focus of the discussion (experiences in their first marriage): the discussion focused on experiences in their first marriage -> the discussion focused on experiences in their first marriage
Their marital status (recently divorced): both individuals are recently divorced -> both individuals are currently married
The source/setting of the information (newspaper interview): the source is a newspaper interview -> the source is a radio interview
The recency of the divorce (recent): the divorce is recent -> the divorce is recent","['marital status', 'source/medium']",133,"['Their marital status (recently divorced)', 'The source/setting of the information (newspaper interview)']",18.0
17_G0_C2_(011),0.0018465333851054,17,G0,"The gay individual's discussion of past relationships: the gay individual was discussing his past relationships, -> the gay individual was discussing his past relationships,
The sexual orientations of the individuals: the first person is pansexual and the second person is gay, -> the first person is gay and the second person is pansexual
The pansexual individual's avoidance of eye contact: the pansexual individual was avoiding eye contact, -> the pansexual individual was making eye contact","['identity', 'nonverbal behavior']",2,"['The sexual orientations of the individuals', ""The pansexual individual's avoidance of eye contact""]",5.0
17_G0_C3_(100),0.0060041630640625,17,G0,"The gay individual's discussion of past relationships: the gay individual was discussing his past relationships, -> the gay individual was not discussing his past relationships
The sexual orientations of the individuals: the first person is pansexual and the second person is gay, -> the first person is pansexual and the second person is gay,
The pansexual individual's avoidance of eye contact: the pansexual individual was avoiding eye contact, -> the pansexual individual was avoiding eye contact,",['verbal behavior'],3,"[""The gay individual's discussion of past relationships""]",2.0
17_G1_C2_(11),5.0175116484751925e-05,17,G1,"The location where they entered: counseling center, -> coffee shop
The time they entered: they entered at the same time, -> they entered at different times","['context', 'context']",130,"['The location where they entered', 'The time they entered']",8.0
17_G0_C1_(010),0.0004250648489687,17,G0,"The gay individual's discussion of past relationships: the gay individual was discussing his past relationships, -> the gay individual was discussing his past relationships,
The sexual orientations of the individuals: the first person is pansexual and the second person is gay, -> the first person is gay and the second person is pansexual
The pansexual individual's avoidance of eye contact: the pansexual individual was avoiding eye contact, -> the pansexual individual was avoiding eye contact,",['identity'],1,['The sexual orientations of the individuals'],7.0
17_G0_C4_(101),0.0044355583377182,17,G0,"The gay individual's discussion of past relationships: the gay individual was discussing his past relationships, -> the gay individual was not discussing his past relationships
The sexual orientations of the individuals: the first person is pansexual and the second person is gay, -> the first person is pansexual and the second person is gay,
The pansexual individual's avoidance of eye contact: the pansexual individual was avoiding eye contact, -> the pansexual individual was making eye contact","['verbal behavior', 'nonverbal behavior']",4,"[""The gay individual's discussion of past relationships"", ""The pansexual individual's avoidance of eye contact""]",3.0
17_G0_C6_(111),0.0061600604094564,17,G0,"The gay individual's discussion of past relationships: the gay individual was discussing his past relationships, -> the gay individual was not discussing his past relationships
The sexual orientations of the individuals: the first person is pansexual and the second person is gay, -> the first person is gay and the second person is pansexual
The pansexual individual's avoidance of eye contact: the pansexual individual was avoiding eye contact, -> the pansexual individual was making eye contact","['verbal behavior', 'identity', 'nonverbal behavior']",6,"[""The gay individual's discussion of past relationships"", 'The sexual orientations of the individuals', ""The pansexual individual's avoidance of eye contact""]",1.0
